src,satb,articulation,instrument,duration_s,dest
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/3_F_mf-PB.wav,A,sustain,Sustain,3.69,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/3_F_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/3_G_f-PB.wav,A,sustain,Sustain,2.67,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/3_G_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/3_G_mf-PB.wav,A,sustain,Sustain,3.4,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/3_G_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/4_A_f-PB-loop.wav,A,sustain,Sustain,5.64,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/4_A_f-PB-loop.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/4_A_mf-PB.wav,A,sustain,Sustain,4.1,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/4_A_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/4_B_mf-PB.wav,A,sustain,Sustain,4.08,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/4_B_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/4_Db_f-PB.wav,A,sustain,Sustain,4.7,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/4_Db_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/4_Eb_mf-PB.wav,A,sustain,Sustain,3.74,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/4_Eb_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/4_F_f-PB.wav,A,sustain,Sustain,4.45,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/4_F_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/4_F_mf-PB.wav,A,sustain,Sustain,2.86,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/4_F_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/4_G_mf-PB.wav,A,sustain,Sustain,4.11,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/4_G_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/5_B_f-PB.wav,A,sustain,Sustain,4.77,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/5_B_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/5_B_mf-PB.wav,A,sustain,Sustain,4.28,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/5_B_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/5_Db_mf-PB.wav,A,sustain,Sustain,4.28,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/5_Db_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/5_F_f-PB.wav,A,sustain,Sustain,4.51,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/5_F_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/5_F_mf-PB.wav,A,sustain,Sustain,4.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/5_F_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/5_G_f-PB.wav,A,sustain,Sustain,5.51,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/5_G_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/6_Db_mf-PB.wav,A,sustain,Sustain,3.63,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/6_Db_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/6_Eb_f-PB.wav,A,sustain,Sustain,4.72,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/6_Eb_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/6_F_mf-PB.wav,A,sustain,Sustain,3.15,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/6_F_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloClarinet/Sustain/6_G_mf-PB.wav,A,sustain,Sustain,3.47,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Sustain/6_G_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/3_A_1-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/3_A_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/3_A_2-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/3_A_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/3_C_1-PB.wav,A,pizzicato,Solo Viola,3.0,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/3_C_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/3_C_2-PB.wav,A,pizzicato,Solo Viola,3.0,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/3_C_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/3_Eb_1-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/3_Eb_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/3_Eb_2-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/3_Eb_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/3_Gb_1-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/3_Gb_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/3_Gb_2-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/3_Gb_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/4_A_1-PB.wav,A,pizzicato,Solo Viola,2.3,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/4_A_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/4_A_2-PB.wav,A,pizzicato,Solo Viola,2.3,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/4_A_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/4_C_1-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/4_C_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/4_C_2-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/4_C_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/4_Eb_1-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/4_Eb_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/4_Eb_2-PB.wav,A,pizzicato,Solo Viola,2.5,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/4_Eb_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/4_Gb_1-PB.wav,A,pizzicato,Solo Viola,2.3,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/4_Gb_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/4_Gb_2-PB.wav,A,pizzicato,Solo Viola,2.3,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/4_Gb_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/5_A_1-PB.wav,A,pizzicato,Solo Viola,1.8,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/5_A_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/5_A_2-PB.wav,A,pizzicato,Solo Viola,1.8,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/5_A_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/5_C_1-PB.wav,A,pizzicato,Solo Viola,2.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/5_C_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/5_C_2-PB.wav,A,pizzicato,Solo Viola,2.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/5_C_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/5_Eb_1-PB.wav,A,pizzicato,Solo Viola,2.0,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/5_Eb_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/5_Eb_2-PB.wav,A,pizzicato,Solo Viola,2.0,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/5_Eb_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/5_Gb_1-PB.wav,A,pizzicato,Solo Viola,2.0,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/5_Gb_1-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Pizzicato/5_Gb_2-PB.wav,A,pizzicato,Solo Viola,2.0,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/pizzicato/Solo Viola/5_Gb_2-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/3_A_f-PB.wav,A,sustain,Solo Viola,2.21,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/3_A_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/3_A_mf-PB.wav,A,sustain,Solo Viola,2.41,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/3_A_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/3_C_f-PB.wav,A,sustain,Solo Viola,2.31,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/3_C_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/3_C_mf-PB.wav,A,sustain,Solo Viola,3.38,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/3_C_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/3_Eb_f-PB.wav,A,sustain,Solo Viola,2.49,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/3_Eb_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/3_Eb_mf-PB.wav,A,sustain,Solo Viola,2.58,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/3_Eb_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/3_Gb_f-PB.wav,A,sustain,Solo Viola,2.36,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/3_Gb_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/3_Gb_mf-PB.wav,A,sustain,Solo Viola,1.3,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/3_Gb_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/4_A_f-PB.wav,A,sustain,Solo Viola,2.4,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/4_A_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/4_A_mf-PB.wav,A,sustain,Solo Viola,2.77,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/4_A_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/4_C_f-PB.wav,A,sustain,Solo Viola,2.22,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/4_C_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/4_C_mf-PB.wav,A,sustain,Solo Viola,2.63,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/4_C_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/4_Eb_f-PB.wav,A,sustain,Solo Viola,2.51,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/4_Eb_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/4_Eb_mf-PB.wav,A,sustain,Solo Viola,2.8,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/4_Eb_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/4_Gb_f-PB.wav,A,sustain,Solo Viola,2.24,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/4_Gb_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/4_Gb_mf-PB.wav,A,sustain,Solo Viola,2.74,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/4_Gb_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/5_A_f-PB.wav,A,sustain,Solo Viola,2.09,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/5_A_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/5_A_mf-PB.wav,A,sustain,Solo Viola,2.03,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/5_A_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/5_C_f-PB.wav,A,sustain,Solo Viola,2.36,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/5_C_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/5_C_mf-PB.wav,A,sustain,Solo Viola,2.2,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/5_C_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/5_Eb_f-PB.wav,A,sustain,Solo Viola,2.23,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/5_Eb_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/5_Eb_mf-PB.wav,A,sustain,Solo Viola,2.52,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/5_Eb_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/5_Gb_f-PB.wav,A,sustain,Solo Viola,2.11,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/5_Gb_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/5_Gb_mf-PB.wav,A,sustain,Solo Viola,2.81,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/5_Gb_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/6_C_f-PB.wav,A,sustain,Solo Viola,1.94,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/6_C_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/6_C_mf-PB.wav,A,sustain,Solo Viola,2.16,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/6_C_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/6_Eb_f-PB.wav,A,sustain,Solo Viola,1.83,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/6_Eb_f-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViola/Vibrato/6_Eb_mf-PB.wav,A,sustain,Solo Viola,1.45,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/A/sustain/Solo Viola/6_Eb_mf-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViolin/PizzicatoVib/3_A-PB.wav,S,pizzicato,Solo Violin,1.03,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/Solo Violin/3_A-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViolin/PizzicatoVib/3_B-PB.wav,S,pizzicato,Solo Violin,1.12,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/Solo Violin/3_B-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViolin/PizzicatoVib/3_Bb-PB.wav,S,pizzicato,Solo Violin,1.01,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/Solo Violin/3_Bb-PB.wav
C:/Users/elagio/vs/lukia/orchestral-intro/Virtual-Playing-Orchestra3-1-wave-files/Virtual-Playing-Orchestra3/libs/NoBudgetOrch/SoloViolin/PizzicatoVib/4_Ab-PB.wav,S,pizzicato,Solo Violin,1.03,C:/Users/elagio/vs/lukia/orchestral-intro/VPO3_SATB/S/pizzicato/Solo Violin/4_Ab-PB.wav
